Partija,Veids,Vērtība,Deputāts,Frakcija,Datums
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,01/04/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,01/04/2020
Kustība Par!,Nauda, €  50.00 ,"Šteins, Mārtiņš ",Attīstībai/Par!,29/03/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  555.00 ,"Pimenovs, Igors",Saskaņa,25/03/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/03/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,24/03/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,24/03/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,17/03/2020
POLITISKĀ PARTIJA IZAUGSME,Nauda, €  500.00 ,"Skride, Andris",Attīstībai/Par!,16/03/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  428.00 ,"Dzintars, Raivis ",Nacionāla Apvienība VL-TB/LNNK,16/03/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,12/03/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,12/03/2020
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda, €  15.00 ,"Dūklavs, Jānis",Zaļo un Zemnieku Savienība,12/03/2020
Jaunā konservatīvā partija,Nauda, €  105.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,11/03/2020
Jaunā konservatīvā partija,Nauda, €  72.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,11/03/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,10/03/2020
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,09/03/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Žunna, Normunds ",Jauno Konservatīvo frakcija,09/03/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  89.00 ,"Dzintars, Raivis ",Nacionāla Apvienība VL-TB/LNNK,09/03/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,07/03/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  200.00 ,"Rubiks, Artūrs",Saskaņa,06/03/2020
Jaunā konservatīvā partija,Nauda, €  85.00 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,06/03/2020
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,04/03/2020
Jaunā konservatīvā partija,Nauda, €  180.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,01/03/2020
LATGALES PARTIJA,Manta vai pakalpojums, €  1.89 ,"Adamovičs, Aldis",Jaunā Vienotība,28/02/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  555.00 ,"Pimenovs, Igors",Saskaņa,25/02/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/02/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Nikonovs, Vladimirs",Saskaņa,25/02/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Ribakovs, Ivans",Saskaņa,24/02/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,500.00 ","Krišāns, Jānis",Saskaņa,24/02/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Tutins, Jānis",Saskaņa,24/02/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Orlovs, Vitālijs",Saskaņa,24/02/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Kucins, Edgars",Saskaņa,21/02/2020
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,21/02/2020
Jaunā konservatīvā partija,Nauda, €  67.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,18/02/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,17/02/2020
Jaunā konservatīvā partija,Nauda,-€  45.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,17/02/2020
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,17/02/2020
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,11/02/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards ",Nacionāla Apvienība VL-TB/LNNK,11/02/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,10/02/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,10/02/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,06/02/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,06/02/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,06/02/2020
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,04/02/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  100.00 ,"Rubiks, Artūrs",Saskaņa,29/01/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  555.00 ,"Pimenovs, Igors",Saskaņa,27/01/2020
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda, €  700.00 ,"Valainis, Viktors",Zaļo un Zemnieku Savienība,27/01/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/01/2020
Jaunā konservatīvā partija,Nauda, €  110.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,20/01/2020
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda, €  30.00 ,"Krauze, Armands",Zaļo un Zemnieku Savienība,18/01/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,16/01/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,15/01/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,15/01/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,15/01/2020
Jaunā konservatīvā partija,Nauda, €  30.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,15/01/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,13/01/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards ",Nacionāla Apvienība VL-TB/LNNK,11/01/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,09/01/2020
Kustība Par!,Nauda, €  50.00 ,"Golubeva, Marija",Attīstībai/Par!,09/01/2020
Kustība Par!,Nauda, €  10.00 ,"Dūrītis, Ilmārs",Attīstībai/Par!,08/01/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,08/01/2020
Jaunā konservatīvā partija,Nauda, €  44.73 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,08/01/2020
Kustība Par!,Nauda, €  10.00 ,"Baumane, Krista",Attīstībai/Par!,07/01/2020
Kustība Par!,Nauda, €  20.00 ,"Šteins, Mārtiņš ",Attīstībai/Par!,07/01/2020
Kustība Par!,Nauda, €  10.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,07/01/2020
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,06/01/2020
Jaunā konservatīvā partija,Nauda, €  67.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,06/01/2020
Attīstībai/Par!,Nauda, €  20.00 ,"Pūce, Juris",Attīstībai/Par!,05/01/2020
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,04/01/2020
Jaunā konservatīvā partija,Nauda, €  130.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,02/01/2020
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,02/01/2020
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda," €  1,000.00 ","Krauze, Armands",Zaļo un Zemnieku Savienība,30/12/2019
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/12/2019
Latvijas attīstībai,Biedra nauda," €  2,500.00 ","Pūce, Juris",Attīstībai/Par!,21/12/2019
Jaunā konservatīvā partija,Nauda, €  110.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,20/12/2019
Latvijas attīstībai,Nauda, €  600.00 ,"Pūce, Juris",Attīstībai/Par!,20/12/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,19/12/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  50.00 ,"Ribakovs, Ivans",Saskaņa,18/12/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,18/12/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,17/12/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,16/12/2019
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,16/12/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,16/12/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,16/12/2019
POLITISKĀ PARTIJA IZAUGSME,Nauda," €  1,000.00 ","Skride, Andris",Attīstībai/Par!,15/12/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",Jauno Konservatīvo frakcija,13/12/2019
"KPV LV, Politiskā partija",Nauda, €  20.00 ,"Možvillo, Māris",KPV LV,13/12/2019
Zaļo un Zemnieku savienība,Nauda, €  500.00 ,"Augulis, Uldis",Zaļo un Zemnieku Savienība,12/12/2019
Zaļo un Zemnieku savienība,Nauda, €  500.00 ,"Dūklavs, Jānis",Zaļo un Zemnieku Savienība,12/12/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,12/12/2019
Zaļo un Zemnieku savienība,Nauda, €  505.00 ,"Krauze, Armands",Zaļo un Zemnieku Savienība,12/12/2019
Latvijas Sociālistiskā partija,Biedra nauda, €  150.00 ,"Rubiks, Artūrs",Saskaņa,12/12/2019
"KPV LV, Politiskā partija",Nauda, €  30.00 ,"Benhena-Bēkena, Iveta",KPV LV,11/12/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,11/12/2019
"KPV LV, Politiskā partija",Nauda, €  10.00 ,"Kronbergs, Edgars ",KPV LV,10/12/2019
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,10/12/2019
Jaunā konservatīvā partija,Nauda, €  400.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,9/12/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,9/12/2019
Latvijas attīstībai,Nauda, €  46.00 ,"Rukšāne-Ščipčinska, Dace",Attīstībai/Par!,8/12/2019
Jaunā konservatīvā partija,Nauda, €  235.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,7/12/2019
Jaunā konservatīvā partija,Nauda, €  275.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,6/12/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionāla Apvienība VL-TB/LNNK,6/12/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,6/12/2019
Kustība Par!,Nauda, €  111.00 ,"Šteins, Mārtiņš",Attīstībai/Par!,6/12/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,5/12/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,4/12/2019
Latvijas attīstībai,Biedra nauda, €  10.00 ,"Pūce, Juris",Attīstībai/Par!,4/12/2019
Attīstībai/Par!,Nauda, €  10.00 ,"Pūce, Juris",Attīstībai/Par!,3/12/2019
Attīstībai/Par!,Nauda, €  20.00 ,"Golubeva, Marija",Attīstībai/Par!,2/12/2019
Jaunā konservatīvā partija,Nauda, €  235.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,2/12/2019
Latvijas attīstībai,Biedra nauda, €  5.00 ,"Pūce, Juris",Attīstībai/Par!,2/12/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  200.00 ,"Ribakovs, Ivans",Saskaņa,2/12/2019
"KPV LV, Politiskā partija",Nauda, €  130.00 ,"Benhena-Bēkena, Iveta",KPV LV,27/11/2019
Latvijas attīstībai,Biedra nauda, €  50.00 ,"Pūce, Juris",Attīstībai/Par!,27/11/2019
Latvijas attīstībai,Biedra nauda, €  1.00 ,"Pūce, Juris",Attīstībai/Par!,27/11/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,25/11/2019
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/11/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,19/11/2019
Jaunā konservatīvā partija,Nauda, €  121.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,15/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,15/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,11/11/2019
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda," €  2,000.00 ","Valainis, Viktors",Zaļo un Zemnieku Savienība,11/11/2019
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,10/11/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,10/11/2019
Jaunā konservatīvā partija,Nauda, €  124.00 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,8/11/2019
Jaunā konservatīvā partija,Nauda, €  275.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,8/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionāla Apvienība VL-TB/LNNK,8/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  40.00 ,"Jansons, Ritvars",Nacionāla Apvienība VL-TB/LNNK,8/11/2019
Jaunā konservatīvā partija,Nauda, €  120.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,7/11/2019
Jaunā konservatīvā partija,Nauda, €  400.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,6/11/2019
Jaunā konservatīvā partija,Nauda, €  235.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,6/11/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,6/11/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,6/11/2019
Latvijas Sociālistiskā partija,Biedra nauda, €  150.00 ,"Rubiks, Artūrs",Saskaņa,6/11/2019
Jaunā konservatīvā partija,Nauda, €  205.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,6/11/2019
"VIENOTĪBA, Partija",Nauda," €  1,000.00 ","Latkovskis, Ainars",Jaunā Vienotība,5/11/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,5/11/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,4/11/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  54.45 ,"Ribakovs, Ivans",Saskaņa,4/11/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,31/10/2019
Attīstībai/Par!,Nauda, €  20.00 ,"Pūce, Juris",Attīstībai/Par!,31/10/2019
Latvijas attīstībai,Biedra nauda, €  20.00 ,"Pūce, Juris",Attīstībai/Par!,31/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  50.00 ,"Orlovs, Vitālijs",Saskaņa,28/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Klementjevs, Ivans",Saskaņa,25/10/2019
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Klementjevs, Ivans",Saskaņa,24/10/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  266.20 ,"Kucins, Edgars",Saskaņa,24/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  400.00 ,"Tutins, Jānis",Saskaņa,24/10/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  380.00 ,"Tutins, Jānis",Saskaņa,24/10/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionāla Apvienība VL-TB/LNNK,23/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  300.00 ,"Kucins, Edgars",Saskaņa,23/10/2019
"Saskaņas Centrs, Politisko partiju apvienība",Nauda, €  500.00 ,"Urbanovičs, Jānis",Saskaņa,23/10/2019
"Saskaņas Centrs, Politisko partiju apvienība",Nauda, €  500.00 ,"Urbanovičs, Jānis",Saskaņa,23/10/2019
"Saskaņas Centrs, Politisko partiju apvienība",Manta vai pakalpojums, €  10.00 ,"Urbanovičs, Jānis",Saskaņa,23/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Zariņš, Ivars",Saskaņa,23/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Krišāns, Jānis",Saskaņa,22/10/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",Jauno Konservatīvo frakcija,22/10/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,22/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Orlovs, Vitālijs",Saskaņa,22/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Klementjevs, Andrejs",Saskaņa,21/10/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  193.60 ,"Ribakovs, Ivans",Saskaņa,18/10/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  344.85 ,"Krišāns, Jānis",Saskaņa,17/10/2019
"VIENOTĪBA, Partija",Nauda, €  100.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,16/10/2019
Kustība Par!,Nauda, €  100.00 ,"Dūrītis, Ilmārs",Attīstībai/Par!,15/10/2019
Kustība Par!,Nauda, €  50.00 ,"Golubeva, Marija",Attīstībai/Par!,15/10/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,15/10/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,14/10/2019
Jaunā konservatīvā partija,Nauda, €  130.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,14/10/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  200.00 ,"Indriksone, Ilze",Nacionāla Apvienība VL-TB/LNNK,13/10/2019
Jaunā konservatīvā partija,Nauda, €  235.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,11/10/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,11/10/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,10/10/2019
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,9/10/2019
Jaunā konservatīvā partija,Biedra nauda,-€  323.00 ,"Žunna, Normunds",Jauno Konservatīvo frakcija,9/10/2019
Jaunā konservatīvā partija,Nauda, €  500.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,8/10/2019
Jaunā konservatīvā partija,Nauda, €  270.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,8/10/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,8/10/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,8/10/2019
Kustība Par!,Nauda, €  111.00 ,"Šteins, Mārtiņš",Attīstībai/Par!,8/10/2019
Jaunā konservatīvā partija,Nauda, €  218.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,8/10/2019
Kustība Par!,Nauda, €  50.00 ,"Šteins, Mārtiņš",Attīstībai/Par!,7/10/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,4/10/2019
Attīstībai/Par!,Nauda, €  20.00 ,"Pūce, Juris",Attīstībai/Par!,4/10/2019
Latvijas attīstībai,Biedra nauda, €  60.00 ,"Pūce, Juris",Attīstībai/Par!,4/10/2019
Jaunā konservatīvā partija,Nauda, €  103.66 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,2/10/2019
Latvijas attīstībai,Biedra nauda, €  40.00 ,"Pūce, Juris",Attīstībai/Par!,1/10/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,30/9/2019
Latvijas Sociālistiskā partija,Biedra nauda, €  150.00 ,"Rubiks, Artūrs",Saskaņa,30/9/2019
Jaunā konservatīvā partija,Nauda,-€  210.00 ,"Znotiņš, Reinis",Jauno Konservatīvo frakcija,30/9/2019
Jaunā konservatīvā partija,Nauda,-€  189.41 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,27/9/2019
Jaunā konservatīvā partija,Nauda,-€  107.90 ,"Znotiņš, Reinis",Jauno Konservatīvo frakcija,27/9/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  300.00 ,"Iesalnieks, Jānis",Nacionāla Apvienība VL-TB/LNNK,25/9/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  145.20 ,"Ribakovs, Ivans",Saskaņa,25/9/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  125.84 ,"Ribakovs, Ivans",Saskaņa,25/9/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  121.97 ,"Ribakovs, Ivans",Saskaņa,25/9/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  60.50 ,"Ribakovs, Ivans",Saskaņa,25/9/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  45.38 ,"Ribakovs, Ivans",Saskaņa,25/9/2019
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/9/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  300.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,24/9/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  200.00 ,"Mūrniece, Ināra",Nacionāla Apvienība VL-TB/LNNK,24/9/2019
Jaunā konservatīvā partija,Nauda, €  300.00 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,23/9/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  200.00 ,"Jansons, Ritvars",Nacionāla Apvienība VL-TB/LNNK,23/9/2019
Jaunā konservatīvā partija,Nauda, €  150.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,23/9/2019
"VIENOTĪBA, Partija",Nauda, €  50.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,22/9/2019
Jaunā konservatīvā partija,Nauda, €  210.00 ,"Znotiņš, Reinis",Jauno Konservatīvo frakcija,20/9/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,17/9/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,15/9/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,13/9/2019
"KPV LV, Politiskā partija",Nauda, €  100.00 ,"Benhena-Bēkena, Iveta",KPV LV,12/9/2019
